#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9BWG6	uniprotkb:P04156	intact:EBI-748391|uniprotkb:Q5JR74|uniprotkb:B4DWR1	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:scnm1_human(display_long)|uniprotkb:SCNM1(gene name)|psi-mi:SCNM1(display_short)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605312|imex:IM-19010-20	author score:6.06|intact-miscore:0.44
uniprotkb:P04156	uniprotkb:Q8TAI1	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-742060|uniprotkb:A8K1S1	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:tymos_human(display_long)|uniprotkb:TYMSOS(gene name)|psi-mi:TYMSOS(display_short)|uniprotkb:C18orf56(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605326|imex:IM-19010-21	author score:6.03|intact-miscore:0.44
uniprotkb:Q9H4B4	uniprotkb:P04156	intact:EBI-751877|uniprotkb:Q15767|uniprotkb:Q96CV1|uniprotkb:Q5JR99	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:plk3_human(display_long)|uniprotkb:PLK3(gene name)|psi-mi:PLK3(display_short)|uniprotkb:CNK(gene name synonym)|uniprotkb:FNK(gene name synonym)|uniprotkb:PRK(gene name synonym)|uniprotkb:Polo-like kinase 3(gene name synonym)|uniprotkb:Cytokine-inducible serine/threonine-protein kinase(gene name synonym)|uniprotkb:FGF-inducible kinase(gene name synonym)|uniprotkb:Proliferation-related kinase(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605340|imex:IM-19010-22	author score:5.94|intact-miscore:0.57
uniprotkb:P04156	uniprotkb:Q9NW64	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-2602260|uniprotkb:A6NDM5|uniprotkb:O95607|uniprotkb:B4DLI9	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:rbm22_human(display_long)|uniprotkb:RBM22(gene name)|psi-mi:RBM22(display_short)|uniprotkb:ZC3H16(gene name synonym)|uniprotkb:RNA-binding motif protein 22(gene name synonym)|uniprotkb:Zinc finger CCCH domain-containing protein 16(gene name synonym)|uniprotkb:199G4(orf name)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605354|imex:IM-19010-23	author score:5.67|intact-miscore:0.44
uniprotkb:Q6ZUS6	uniprotkb:P04156	intact:EBI-2602279|uniprotkb:B4DK90|uniprotkb:B4DZG3|uniprotkb:G5EA04|uniprotkb:Q8N3K8|uniprotkb:A6NJE7|uniprotkb:Q6NW41	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:cc149_human(display_long)|uniprotkb:CCDC149(gene name)|psi-mi:CCDC149(display_short)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605368|imex:IM-19010-24	author score:5.36|intact-miscore:0.44
uniprotkb:P29372	uniprotkb:P04156	intact:EBI-1043398|intact:EBI-10970139|uniprotkb:Q13770|uniprotkb:Q15275|uniprotkb:Q15961|uniprotkb:Q96BZ6|uniprotkb:Q96S33|uniprotkb:Q9NNX5|uniprotkb:G5E9E2|uniprotkb:Q5J9I4	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:3mg_human(display_long)|uniprotkb:3-methyladenine DNA glycosidase(gene name synonym)|uniprotkb:ADPG(gene name synonym)|uniprotkb:3-alkyladenine DNA glycosylase(gene name synonym)|uniprotkb:N-methylpurine-DNA glycosylase(gene name synonym)|uniprotkb:MPG(gene name)|psi-mi:MPG(display_short)|uniprotkb:AAG(gene name synonym)|uniprotkb:ANPG(gene name synonym)|uniprotkb:MID1(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605382|imex:IM-19010-25	author score:5.17|intact-miscore:0.57
uniprotkb:P04156	uniprotkb:Q969D9	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-2602335|uniprotkb:G3XAM8|uniprotkb:Q96AU7|uniprotkb:Q8IW99	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:tslp_human(display_long)|uniprotkb:TSLP(gene name)|psi-mi:TSLP(display_short)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605410|imex:IM-19010-27	author score:4.93|intact-miscore:0.44
uniprotkb:P04156	uniprotkb:Q9H0S4	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-2515241|uniprotkb:Q96NV8|uniprotkb:B3KXP4|uniprotkb:Q96GM0|uniprotkb:G5E955|uniprotkb:Q9UI98	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:ddx47_human(display_long)|uniprotkb:DDX47(gene name)|psi-mi:DDX47(display_short)|uniprotkb:DEAD box protein 47(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605424|imex:IM-19010-28	author score:4.9|intact-miscore:0.44
uniprotkb:Q15776	uniprotkb:P04156	intact:EBI-2602314|uniprotkb:B4DYF1|uniprotkb:Q4VAR3|uniprotkb:A1L3D4|uniprotkb:Q9H4T1|uniprotkb:Q4VAR2|uniprotkb:Q4VAR1	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:zksc8_human(display_long)|uniprotkb:ZKSCAN8(gene name)|psi-mi:ZKSCAN8(display_short)|uniprotkb:LD5-1(gene name synonym)|uniprotkb:ZNF192(gene name synonym)|uniprotkb:Zinc finger protein 192(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605396|imex:IM-19010-26	author score:5.13|intact-miscore:0.44
uniprotkb:Q96L34	uniprotkb:P04156	intact:EBI-302319|uniprotkb:Q96JG7|uniprotkb:Q8NG37|uniprotkb:Q96SQ2|uniprotkb:Q9BYD8	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:mark4_human(display_long)|uniprotkb:MAP/microtubule affinity-regulating kinase-like 1(gene name synonym)|uniprotkb:MARK4(gene name)|psi-mi:MARK4(display_short)|uniprotkb:KIAA1860(gene name synonym)|uniprotkb:MARKL1(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605438|imex:IM-19010-29	author score:4.38|intact-miscore:0.44
uniprotkb:P04156	uniprotkb:Q9H9D4	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-347633	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:zn408_human(display_long)|uniprotkb:ZNF408(gene name)|psi-mi:ZNF408(display_short)|uniprotkb:PFM14(gene name synonym)|uniprotkb:PRDM17(gene name synonym)|uniprotkb:PR domain zinc finger protein 17(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605452|imex:IM-19010-30	author score:4.28|intact-miscore:0.44
uniprotkb:P62380	uniprotkb:P04156	intact:EBI-716225|uniprotkb:O95753|uniprotkb:Q9BWD5|uniprotkb:Q9Z2Z0|uniprotkb:A8K8F5	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:tbpl1_human(display_long)|uniprotkb:TBPL1(gene name)|psi-mi:TBPL1(display_short)|uniprotkb:TLP(gene name synonym)|uniprotkb:TLP21(gene name synonym)|uniprotkb:TRF2(gene name synonym)|uniprotkb:TRP(gene name synonym)|uniprotkb:TBP-related protein(gene name synonym)|uniprotkb:TBP-like factor(gene name synonym)|uniprotkb:Second TBP of unique DNA protein(gene name synonym)|uniprotkb:TATA box-binding protein-related factor 2(gene name synonym)|uniprotkb:TLF(gene name synonym)|uniprotkb:21 kDa TBP-like protein(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605466|imex:IM-19010-31	author score:4.16|intact-miscore:0.44
uniprotkb:Q9ULW3	uniprotkb:P04156	intact:EBI-2602396	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:abt1_human(display_long)|uniprotkb:ABT1(gene name)|psi-mi:ABT1(display_short)|uniprotkb:Basal transcriptional activator(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605480|imex:IM-19010-32	author score:3.97|intact-miscore:0.44
uniprotkb:P62945	uniprotkb:P04156	intact:EBI-2116899|uniprotkb:A6NG21|uniprotkb:P28751|intact:EBI-5774235	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:rl41_human(display_long)|uniprotkb:RPL41(gene name)|psi-mi:RPL41(display_short)|uniprotkb:HG12(gene name synonym)|uniprotkb:Large ribosomal subunit protein eL41(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605494|imex:IM-19010-33	author score:3.94|intact-miscore:0.44
uniprotkb:Q8NDX6	uniprotkb:P04156	intact:EBI-2602428|uniprotkb:A8K9M9	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:zn740_human(display_long)|uniprotkb:ZNF740(gene name)|psi-mi:ZNF740(display_short)|uniprotkb:TB7(gene name synonym)|uniprotkb:OriLyt TD-element-binding protein 7(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605508|imex:IM-19010-34	author score:3.89|intact-miscore:0.44
uniprotkb:P04156	uniprotkb:Q13642	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-912547|intact:EBI-1052757|uniprotkb:B7Z5T4|uniprotkb:B7Z793|uniprotkb:O95212|uniprotkb:Q13230|uniprotkb:Q13645|uniprotkb:Q5JXI7|uniprotkb:Q5M7Y6|uniprotkb:Q6IB30|uniprotkb:Q9NZ40|uniprotkb:Q9UKZ8|uniprotkb:Q9Y630	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:fhl1_human(display_long)|uniprotkb:FHL1(gene name)|psi-mi:FHL1(display_short)|uniprotkb:SLIM1(gene name synonym)|uniprotkb:Skeletal muscle LIM-protein 1(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605536|imex:IM-19010-36	author score:3.75|intact-miscore:0.59
uniprotkb:Q9P013	uniprotkb:P04156	intact:EBI-2371709|uniprotkb:B2RC17|uniprotkb:Q05BV9|uniprotkb:Q05DM1|uniprotkb:Q9UI29	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:cwc15_human(display_long)|uniprotkb:CWC15(gene name)|psi-mi:CWC15(display_short)|uniprotkb:C11orf5(gene name synonym)|uniprotkb:AD-002(orf name)|uniprotkb:HSPC148(orf name)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605522|imex:IM-19010-35	author score:3.79|intact-miscore:0.44
uniprotkb:P04156	uniprotkb:Q96Q45	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	intact:EBI-2602465|uniprotkb:B4E1R8|uniprotkb:B4E2R8|uniprotkb:E9PAR8|uniprotkb:E9PBF8|uniprotkb:E9PG24|uniprotkb:E9PGX0|uniprotkb:Q8NBF8|uniprotkb:Q53TS9|uniprotkb:Q7Z3B6|uniprotkb:Q96CY1|uniprotkb:Q8IZ18|uniprotkb:Q53TT2	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:tm237_human(display_long)|uniprotkb:TMEM237(gene name)|psi-mi:TMEM237(display_short)|uniprotkb:ALS2CR4(gene name synonym)|uniprotkb:Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605550|imex:IM-19010-37	author score:3.7|intact-miscore:0.44
uniprotkb:P46695	uniprotkb:P04156	intact:EBI-1748945|uniprotkb:Q92691|uniprotkb:Q93044|uniprotkb:Q5SU30	intact:EBI-977302|dip:DIP-29933N|uniprotkb:O60489|uniprotkb:P78446|uniprotkb:Q15216|uniprotkb:Q15221|uniprotkb:Q27H91|uniprotkb:Q8TBG0|uniprotkb:Q96E70|uniprotkb:Q9UP19|uniprotkb:Q5QPB4	psi-mi:iex1_human(display_long)|uniprotkb:Immediate early protein GLY96(gene name synonym)|uniprotkb:Immediate early response 3 protein(gene name synonym)|uniprotkb:IER3(gene name)|psi-mi:IER3(display_short)|uniprotkb:DIF2(gene name synonym)|uniprotkb:IEX1(gene name synonym)|uniprotkb:PRG1(gene name synonym)|uniprotkb:PACAP-responsive gene 1 protein(gene name synonym)|uniprotkb:Differentiation-dependent gene 2 protein(gene name synonym)	psi-mi:prio_human(display_long)|uniprotkb:PRNP(gene name)|psi-mi:PRNP(display_short)|uniprotkb:PRIP(gene name synonym)|uniprotkb:PRP(gene name synonym)|uniprotkb:ALTPRP(gene name synonym)|uniprotkb:PrP27-30(gene name synonym)|uniprotkb:PrP33-35C(gene name synonym)|uniprotkb:ASCR(gene name synonym)	psi-mi:"MI:0089"(protein array)	Satoh et al. (2009)	pubmed:18482256|imex:IM-19010	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2605564|imex:IM-19010-38	author score:3.6|intact-miscore:0.44
